time		x_position		y_position		z_position		x_velocity		y_velocity		z_velocity
94243954.39543955 148784673.28424764 -15603295.811854469 0.0 3.105815359143755 29.63758932205164 0.0
94256565.65656567 148823372.3698818 -15229479.629026169 0.0 3.0314083277512247 29.64529803598239 0.0
94269176.91769177 148861132.96771124 -14855567.40831993 0.0 2.9569821376155034 29.65281980949848 0.0
94281788.17881788 148897954.83908582 -14481561.50759247 0.0 2.8825372590949865 29.660154594850603 0.0
94294399.439944 148933837.751288 -14107464.285295207 0.0 2.8080741626677526 29.66730234547638 0.0
94307010.7010701 148968781.47753423 -13733278.100459283 0.0 2.7335933189285537 29.674263016000648 0.0
94319621.96219622 149002785.79697657 -13359005.312680587 0.0 2.659095198585799 29.68103656223579 0.0
94332233.22332233 149035850.49470392 -12984648.28210478 0.0 2.584580272458544 29.687622941181974 0.0
94344844.48444845 149067975.36174357 -12610209.36941232 0.0 2.5100490114734724 29.69402211102748 0.0
94357455.74557456 149099160.19506234 -12235690.93580346 0.0 2.435501886661883 29.700234031148945 0.0
94370067.00670068 149129404.79756808 -11861095.342983278 0.0 2.360939369156671 29.706258662111637 0.0
94382678.2678268 149158708.97811085 -11486424.953146677 0.0 2.2863619301893143 29.7120959656697 0.0
94395289.5289529 149187072.55148408 -11111682.128963387 0.0 2.2117700410868535 29.717745904766428 0.0
94407900.79007901 149214495.33842587 -10736869.233562972 0.0 2.1371641732688738 29.72320844353448 0.0
94420512.05120511 149240977.16562003 -10361988.63051983 0.0 2.062544798244487 29.728483547296136 0.0
94433123.31233123 149266517.86569726 -9987042.68383818 0.0 1.9879123876093119 29.733571182563495 0.0
94445734.57345735 149291117.27723625 -9612033.757937063 0.0 1.9132674130424532 29.738471317038726 0.0
94458345.83458346 149314775.24476466 -9236964.217635341 0.0 1.8386103463034824 29.743183919614253 0.0
94470957.09570958 149337491.61876005 -8861836.428136665 0.0 1.7639416592294153 29.747708960372982 0.0
94483568.3568357 149359266.25565094 -8486652.755014472 0.0 1.6892618237316908 29.752046410588463 0.0
94496179.61796181 149380099.01781777 -8111415.564196971 0.0 1.614571311793149 29.756196242725114 0.0
94508790.87908792 149399989.7735937 -7736127.221952114 0.0 1.5398705954650085 29.760158430438363 0.0
94521402.14021401 149418938.39726534 -7360790.094872586 0.0 1.4651601468638429 29.763932948574855 0.0
94534013.40134013 149436944.76907384 -6985406.549860771 0.0 1.3904404381685567 29.767519773172587 0.0
94546624.66246624 149454008.77521545 -6609978.954113733 0.0 1.3157119416173628 29.770918881461085 0.0
94559235.92359236 149470130.30784222 -6234509.675108187 0.0 1.240975129504757 29.774130251861553 0.0
94571847.18471847 149485309.26506287 -5859001.080585465 0.0 1.1662304741784935 29.777153863986978 0.0
94584458.44584459 149499545.5509433 -5483455.538536493 0.0 1.0914784480365596 29.779989698642318 0.0
94597069.7069707 149512839.07550722 -5107875.417186753 0.0 1.0167195235241506 29.782637737824587 0.0
94609680.96809682 149525189.7547368 -4732263.084981251 0.0 0.941954173130644 29.785097964722976 0.0
94622292.22922291 149536597.51057315 -4356620.910569477 0.0 0.8671828693865727 29.78737036371899 0.0
94634903.49034902 149547062.2709168 -3980951.262790376 0.0 0.7924060848605997 29.789454920386515 0.0
94647514.75147514 149556583.96962819 -3605256.5106573002 0.0 0.7176242921564902 29.791351621491923 0.0
94660126.01260126 149565162.54652813 -3229539.0233429796 0.0 0.6428379639100861 29.793060454994187 0.0
94672737.27372737 149572797.94739813 -2853801.1701644724 0.0 0.568047572786278 29.794581410044906 0.0
94685348.53485349 149579490.12398076 -2478045.32056813 0.0 0.4932535914759784 29.795914476988433 0.0
94697959.7959796 149585239.03398 -2102273.8441145513 0.0 0.41845649269309393 29.797059647361888 0.0
94710571.05710572 149590044.64106146 -1726489.1104635433 0.0 0.3436567491714979 29.798016913895246 0.0
94723182.31823184 149593906.9148526 -1350693.4893590729 0.0 0.2688548336620026 29.798786270511368 0.0
94735793.57935794 149596825.830943 -974889.3506142267 0.0 0.19405121892933136 29.79936771232606 0.0
94748404.84048404 149598801.37088442 -599079.0640961641 0.0 0.11924637774909067 29.799761235648067 0.0
94761016.10161015 149599833.52219108 -223264.99971107373 0.0 0.044440782904742154 29.799966837979138 0.0
94773627.36273627 149599922.27833945 152550.47261087236 0.0 -0.030365092815425494 29.79998451801402 0.0
94786238.62386239 149599067.63876858 528364.9829305641 0.0 -0.10517077662132472 29.799814275640475 0.0
94798849.8849885 149597269.60888007 904176.1613149985 0.0 -0.17997579572409708 29.79945611193927 0.0
94811461.14611462 149594528.2000378 1279981.6378523249 0.0 -0.2547796773391414 29.79891002918419 0.0
94824072.40724073 149590843.42956814 1655779.0426668914 0.0 -0.32958194868914187 29.79817603084199 0.0
94836683.66836683 149586215.32075965 2031566.0059342873 0.0 -0.404382137007096 29.79725412157242 0.0
94849294.92949295 149580643.90286297 2407340.1578963907 0.0 -0.4791797695393428 29.79614430722815 0.0
94861906.19061907 149574129.2110908 2783099.1288764095 0.0 -0.5539743735485904 29.79484659485475 0.0
94874517.45174517 149566671.28661737 3158840.54929393 0.0 -0.6287654763169438 29.793360992690648 0.0
94887128.71287128 149558270.17657843 3534562.0496799536 0.0 -0.7035526051489328 29.791687510167066 0.0
94899739.9739974 149548925.93407083 3910261.260691945 0.0 -0.7783352873745392 29.789826157907974 0.0
94912351.23512352 149538638.61815226 4285935.813128869 0.0 -0.853113050352224 29.787776947730006 0.0
94924962.49624963 149527408.2938407 4661583.337946234 0.0 -0.9278854214719549 29.785539892642387 0.0
94937573.75737575 149515235.0321143 5037201.466271132 0.0 -1.002651928158233 29.783115006846852 0.0
94950185.01850185 149502118.9099106 5412787.829417274 0.0 -1.0774120978731192 29.780502305737542 0.0
94962796.27962796 149488060.0101262 5788340.058900029 0.0 -1.1521654581192615 29.777701805900936 0.0
